5346.89579 17.272 0.013
5347.88902 17.506 0.019
5351.93981 17.244 0.013
5362.93276 17.458 0.013
5376.90158 17.360 0.013
5378.90265 17.486 0.011
5380.87593 17.425 0.014
5381.88492 17.296 0.014
5382.90763 17.420 0.014
5384.87854 17.442 0.013
5385.89785 17.328 0.009
5386.86821 17.285 0.009
5387.92908 17.535 0.010
5388.86827 17.454 0.011
5390.85383 17.249 0.008
5391.87061 17.495 0.011
5392.86410 17.482 0.014
5393.86675 17.424 0.014
5395.85294 17.404 0.014
5399.79187 17.343 0.011
5400.70623 17.542 0.016
5401.82964 17.480 0.019
5403.81093 17.244 0.011
5404.81341 17.499 0.012
5405.81977 17.480 0.011
5407.85330 17.307 0.012
5408.81051 17.437 0.013
5409.81197 17.470 0.010
5410.81352 17.452 0.011
5411.80073 17.367 0.012
5412.79169 17.266 0.011
5414.79396 17.503 0.008
5416.86087 17.275 0.011
5421.76439 17.404 0.010
5422.91922 17.486 0.010
5425.84217 17.244 0.009
5426.81004 17.490 0.010
5427.84478 17.474 0.010
5428.74998 17.379 0.010
5430.73120 17.498 0.013
5431.72485 17.507 0.023
5432.77595 17.418 0.014
5433.77929 17.310 0.012
5434.74333 17.348 0.011
5435.74604 17.489 0.011
5436.72991 17.428 0.010
5437.74602 17.326 0.009
5438.73387 17.240 0.009
5439.71326 17.492 0.012
5443.71316 17.495 0.010
5444.71950 17.486 0.011
5445.70934 17.400 0.009
5447.78636 17.225 0.008
5448.75165 17.496 0.009
5449.74336 17.467 0.010
5450.70017 17.370 0.010
5453.70175 17.500 0.011
5454.70734 17.390 0.009
5457.71693 17.490 0.009
5458.66812 17.434 0.015
5459.66111 17.298 0.009
5462.64642 17.447 0.013
5463.76561 17.400 0.011
5464.74011 17.272 0.011
5465.74620 17.484 0.014
5467.63512 17.389 0.011
5468.61515 17.244 0.010
5469.66511 17.426 0.009
5470.62311 17.490 0.010
5471.63778 17.416 0.010
5472.64795 17.343 0.010
5473.67000 17.271 0.008
5475.76389 17.495 0.010
5476.63622 17.362 0.010
5477.62372 17.250 0.009
5478.58863 17.502 0.011
5479.67764 17.465 0.010
5480.60100 17.390 0.011
5481.57780 17.259 0.011
5482.59232 17.456 0.014
5483.56079 17.485 0.015
5484.59328 17.440 0.013
5486.58738 17.303 0.012
5487.58344 17.511 0.011
5489.57915 17.390 0.012
5490.57627 17.245 0.012
5491.55843 17.508 0.015
5492.56664 17.467 0.015
5493.59637 17.416 0.012
5495.56978 17.414 0.011
5496.60181 17.491 0.015
5497.63629 17.467 0.012
5498.55338 17.315 0.014
5499.56772 17.249 0.011
5502.62664 17.395 0.009
5503.53879 17.239 0.010
5504.54367 17.496 0.015
5505.55046 17.482 0.014
5506.61110 17.418 0.010
5507.53714 17.289 0.011
5508.51967 17.426 0.012
5509.51265 17.477 0.013
5510.55589 17.444 0.013
5511.54017 17.333 0.013
5512.52941 17.270 0.011
5513.51664 17.519 0.015
5514.59027 17.461 0.011
5515.51987 17.349 0.014
5516.52128 17.262 0.011
5517.51800 17.477 0.013
5518.52976 17.504 0.014
5519.52204 17.435 0.014
5521.52866 17.360 0.016
5522.53880 17.503 0.015
5523.56295 17.452 0.012
5524.59635 17.396 0.011
5525.57367 17.261 0.009
5527.53482 17.462 0.010
5528.54526 17.424 0.014
5530.53179 17.426 0.014
5531.56659 17.515 0.012
5532.54724 17.429 0.010
5534.55153 17.274 0.012
5536.54235 17.463 0.011
5539.53891 17.495 0.011
5540.53818 17.483 0.012
5541.54972 17.420 0.012
5543.57205 17.295 0.011
5544.54024 17.521 0.012
5545.54198 17.446 0.012
5547.55114 17.235 0.012
5549.60407 17.480 0.015
5551.55007 17.254 0.013
5554.54993 17.449 0.012
5557.56842 17.484 0.011
5560.55976 17.247 0.010
5562.56158 17.479 0.012
5565.55918 17.344 0.010
5568.56336 17.343 0.012
5571.55571 17.431 0.014
5576.55220 17.426 0.011
5579.58884 17.512 0.016
5582.55891 17.260 0.014
5585.54643 17.398 0.009
5699.85392 17.462 0.016
5700.88604 17.387 0.017
5723.93204 17.337 0.010
5724.92538 17.252 0.010
5726.85369 17.464 0.014
5727.91797 17.373 0.013
5729.89044 17.470 0.016
5734.91497 17.524 0.016
5736.93903 17.359 0.010
5739.92060 17.474 0.010
5742.90282 17.461 0.009
5744.89297 17.433 0.014
5745.94605 17.348 0.012
5748.90411 17.480 0.012
5753.85866 17.375 0.011
5755.93652 17.325 0.012
5756.84912 17.490 0.017
5757.88410 17.440 0.018
5760.85435 17.518 0.012
5763.84198 17.236 0.011
5764.82902 17.502 0.010
5765.80792 17.467 0.011
5766.82264 17.401 0.011
5767.85516 17.293 0.010
5768.85337 17.387 0.010
5776.84935 17.263 0.010
5777.87839 17.437 0.010
5779.93743 17.462 0.011
5782.84143 17.509 0.010
5783.77791 17.435 0.010
5784.78655 17.346 0.010
5785.81117 17.253 0.010
5786.77105 17.511 0.012
5787.82391 17.466 0.011
5788.78220 17.349 0.013
5790.88457 17.415 0.010
5793.79477 17.362 0.012
5794.78682 17.342 0.010
5795.80056 17.514 0.010
5796.82680 17.458 0.013
5798.80893 17.251 0.010
5801.74775 17.377 0.012
5802.72771 17.254 0.011
5803.72297 17.476 0.011
5804.74095 17.489 0.010
5805.71665 17.383 0.009
5806.74211 17.302 0.011
5807.73731 17.358 0.013
5809.73002 17.443 0.010
5810.64522 17.322 0.009
5811.63247 17.342 0.014
5812.69701 17.495 0.012
5813.70452 17.451 0.009
5814.70441 17.380 0.013
5815.75084 17.288 0.010
5816.73893 17.468 0.012
5817.69725 17.463 0.011
5818.70726 17.415 0.012
5819.69612 17.311 0.011
5820.69670 17.335 0.011
5822.67690 17.454 0.011
5823.73834 17.384 0.009
5824.67620 17.236 0.009
5825.70270 17.508 0.009
5827.67092 17.403 0.009
5828.67190 17.267 0.008
5830.64820 17.493 0.010
5831.66061 17.422 0.009
5832.70627 17.338 0.010
5833.65626 17.331 0.009
5834.64139 17.499 0.009
5835.62533 17.454 0.011
5837.61014 17.258 0.008
5839.62719 17.480 0.010
5840.66607 17.403 0.010
5841.72192 17.352 0.011
5842.65985 17.426 0.012
5844.64639 17.439 0.016
5845.65469 17.343 0.016
5846.63483 17.294 0.014
5850.63732 17.242 0.009
5851.61989 17.509 0.012
5852.64478 17.520 0.014
5853.66767 17.466 0.014
5855.67874 17.321 0.008
5857.58093 17.429 0.010
5858.65996 17.347 0.011
5859.59519 17.264 0.008
5861.58452 17.483 0.010
5862.66166 17.452 0.008
5863.60906 17.257 0.010
5865.51695 17.483 0.011
5866.55888 17.437 0.011
5868.57486 17.466 0.011
5869.62398 17.485 0.010
5870.56886 17.450 0.010
5871.63708 17.348 0.009
5872.68561 17.254 0.009
5873.63929 17.501 0.015
5874.61943 17.482 0.014
5878.55454 17.543 0.016
5880.65120 17.348 0.009
5883.64281 17.471 0.011
5885.63317 17.253 0.010
5888.58204 17.411 0.010
5889.57926 17.301 0.011
5890.57836 17.429 0.010
5891.56801 17.525 0.012
5892.56836 17.463 0.014
5893.53303 17.326 0.011
5894.53508 17.300 0.009
5895.62428 17.491 0.010
5896.62292 17.497 0.011
5897.54434 17.388 0.011
5898.54213 17.277 0.012
5899.54108 17.548 0.014
5900.54361 17.509 0.013
5901.58368 17.395 0.015
5902.54319 17.290 0.013
5904.55890 17.528 0.015
5905.57057 17.446 0.013
5906.54262 17.355 0.015
5907.55550 17.280 0.012
5908.54189 17.486 0.012
5909.53920 17.479 0.012
5910.54088 17.380 0.011
5912.55407 17.453 0.012
5913.54880 17.474 0.012
5914.55184 17.422 0.012
5915.54676 17.320 0.010
5916.54773 17.320 0.009
5917.54957 17.499 0.010
5918.54596 17.454 0.010
5922.57168 17.481 0.009
5923.55260 17.405 0.010
5925.54986 17.423 0.011
5926.55523 17.506 0.013
5927.55237 17.413 0.011
5929.54862 17.315 0.014
5931.57169 17.491 0.016
5933.54859 17.264 0.011
5935.56114 17.473 0.014
5937.55144 17.324 0.014
5939.55759 17.482 0.011
5940.55495 17.471 0.012
5941.54657 17.381 0.014
5943.56885 17.484 0.012
5945.54713 17.355 0.011
5947.55662 17.414 0.012
5951.54393 17.271 0.010
5954.55276 17.396 0.009
5956.56150 17.477 0.012
5959.54515 17.290 0.010
5970.53670 17.519 0.011
6056.89465 17.384 0.011
6083.88041 17.281 0.012
6084.84675 17.412 0.013
6093.94068 17.375 0.010
6097.92233 17.264 0.009
6104.94769 17.440 0.012
6110.81963 17.317 0.011
6117.88218 17.413 0.012
6127.83807 17.249 0.008
6133.94026 17.515 0.012
6138.66524 17.431 0.013
6147.78576 17.456 0.011
6158.83153 17.247 0.008
6166.81758 17.333 0.009
6179.69936 17.276 0.009
6180.70368 17.394 0.012
6182.68932 17.417 0.009
6185.69080 17.500 0.008
6190.70278 17.485 0.010
6196.73975 17.371 0.009
6203.69761 17.472 0.014
6207.73457 17.498 0.013
6215.67439 17.410 0.011
6217.72343 17.407 0.008
6219.71020 17.271 0.009
6221.66962 17.506 0.013
6232.70496 17.266 0.011
6234.71941 17.511 0.010
6236.67439 17.289 0.009
6238.74301 17.505 0.010
6243.63684 17.488 0.010
6247.61737 17.502 0.010
6250.52746 17.497 0.010
6253.52939 17.298 0.011
6256.53045 17.472 0.014
6259.60242 17.495 0.013
6264.53787 17.481 0.012
6270.55866 17.393 0.008
6274.58044 17.442 0.010
6279.58833 17.373 0.009
6285.57566 17.490 0.013
6289.62183 17.238 0.009
6292.58400 17.363 0.010
6295.60090 17.538 0.011
6304.53310 17.490 0.017
6438.83060 17.331 0.014
6456.95062 17.306 0.012
6457.93147 17.289 0.008
6465.86950 17.268 0.010
6476.87924 17.526 0.012
6482.93651 17.379 0.011
6490.88363 17.449 0.009
6494.76644 17.436 0.014
6498.86645 17.455 0.011
6507.85588 17.448 0.011
6512.87558 17.419 0.013
6518.78867 17.321 0.008
6521.70700 17.356 0.009
6523.73907 17.501 0.010
6526.76983 17.276 0.010
